function	G2N01	G2N02	G2N03	G2N04	G2N05	G2N06	G2N07	G2N08	G2N09	G2N10	G2N11	G2N12	G2P01	G2P02	G2P03	G2P04	G2P05	G2P06	G2P07	G2P08	G2P09	G2P10	G2P11	G2P12	G5N01	G5N02	G5N03	G5N04	G5N05	G5N06	G5N07	G5N08	G5N09	G5N10	G5N11	G5N12	G5P01	G5P02	G5P03	G5P04	G5P05	G5P06	G5P07	G5P08	G5P09	G5P10	G5P11	G5P12	NC01	NC02	NC03	NC04	NC05	PCRN	PCRP	PM01	PM02	PM03	SC01	SC02
3.1.1.73-RXN	65869.28	64179.12	57238.86	72160.89	39971.41	66791.73	37888.56	51962.240000000005	50171.20999999999	54584.39	58285.34999999999	51879.93	52548.67	67350.67	45585.4	54105.71	59812.84	62887.54	50851.46	61002.76	45790.41	51785.78	81299.28	34869.33	32038.78	50421.65	59033.55	61522.12	53782.38	37358.96	41666.72	38513.28	28830.03	32253.89	40536.11	35781.97	43757.81	49019.89	37581.35	60034.92999999999	49861.01	41359.5	31744.9	33410.06	24962.25	21969.75	27102.48	15842.509999999998	469.66	3164.31	2613.0	3286.92	1420.62	1335.0600000000002	23.49	18692.58	6946.06	29582.86	10751.83	9235.7
3.1.1.74-RXN	7355.57	10724.09	9675.16	11650.48	6996.5	9218.0	5036.08	10881.0	10591.85	5981.43	15651.51	11465.84	6972.76	9972.16	10646.92	10139.09	10980.33	7142.5	5279.99	6288.93	10417.17	6815.09	7500.66	4079.25	9587.92	5801.0	6866.32	6222.43	7175.67	7381.18	9872.84	11764.34	12087.67	9660.67	11782.01	9093.58	5323.5	3599.99	5302.34	4554.82	3569.66	3411.0	4453.83	3519.17	5693.16	5261.68	2227.68	3895.82	109.66	1671.5	1235.34	1994.0	316.0	0.0	2.0	8137.35	3073.32	10608.66	12233.43	12536.42
3.1.1.75-RXN	66296.39	75394.96	66642.54	61296.06	60261.09	93311.21	33895.64	57836.880000000005	71359.05	88423.21	71180.28	64191.01	94043.49	100506.19	92558.79	100364.47	76084.77	99513.8	86061.76000000001	76913.07	71729.35	80394.15	133879.37	56559.92	76727.68999999999	100304.86000000002	108780.62	133290.59	128931.6	72961.86	79414.1	75165.97	84684.73	59236.78	75561.92	70487.97	73262.63	79050.94	74887.9	107839.02	90443.45	81764.03	61082.99	62473.82000000001	67477.34	70485.64	79967.13	41141.22	471.92	4960.889999999999	4215.83	11296.17	2339.67	1336.83	51.12	15473.0	7000.07	26245.9	39457.83	33116.92
3.1.1.81-RXN	168.10000000000002	163.57	185.26	190.5	1958.79	803.38	134.33	358.61	372.72	184.39	571.4	504.55	328.38	995.26	416.46	640.19	413.97	297.57000000000005	495.76	430.45	303.78	395.17	437.62	221.12	44.33	101.81	81.78	57.71	197.28	129.67	56.29	90.89	303.88	63.07	39.36	119.89	79.5	76.28999999999999	137.14	188.03000000000003	100.55	169.07	73.21000000000001	73.11999999999999	93.32	72.03	155.79	71.22	0.0	0.0	84.86	1177.0	142.32999999999998	0.0	0.0	27.0	19.14	34.57	7050.139999999999	6666.5
3.1.11.1-RXN	21217.450000000004	25717.66	20444.72	15355.67	16787.64	22433.0	11420.05	20621.92	20134.04	33353.68	19649.33	16881.5	31905.58	24442.38	19632.87	20735.81	15448.39	27852.71	23588.86	19008.12	15366.02	19076.82	36195.11	14304.04	8006.07	14330.61	24446.9	35664.92	33818.01	8676.76	13116.65	12627.52	16770.239999999998	9105.8	13634.82	14071.55	11125.22	19272.49	13644.67	26993.95	15096.68	14647.33	11520.44	17292.6	8931.66	7303.309999999999	17389.57	7625.92	301.5	2034.26	2516.09	2857.17	963.53	542.17	76519.68	1750.5	883.0	2355.5	9825.53	7664.16
3.1.11.2-RXN	351518.01	421562.56	362762.24	389363.81000000006	358958.12	510784.4	220662.44	331997.74000000005	390714.17	453507.25	432572.81	382230.04	442965.31000000006	532632.74	471750.73	532062.09	462024.15	542383.96	409725.1	434304.16	394616.06	412616.64	590547.22	295412.71	410271.1699999999	447632.87	448265.67999999993	589498.72	472927.77	437062.25	416264.38	379780.73	415310.68000000005	401197.22	506379.92	351712.95	437193.95	450242.48	443930.86	565539.1799999999	509812.38	470329.61	363079.19	368148.4700000001	406954.32	424446.08	421681.18	249381.65	3077.49	52843.88	31829.86	90742.59	24344.42	14367.81	76732.92	276387.61	161285.74	337283.54000000004	330334.29	292122.3
3.1.11.6-RXN	368819.37	438717.13	391067.27	455550.76	424469.76	532683.48	257897.96	373529.09	412413.93	486686.18000000005	494338.92	438215.49	446106.54	573562.89	459555.72	512870.91	543493.65	558102.94	397545.33	454641.39	411523.77	419843.28	570868.04	294964.63	434730.39	460116.36	416822.37	548987.75	468225.42	429074.73	406317.23	390222.73	514580.09	409159.03	513532.05	357853.8	442411.51	430203.74	449501.17	552386.99	526330.89	479454.19	357915.02	375679.93000000005	462097.1	491781.02	473619.23	278739.86	3882.7	63575.780000000006	48176.82	132502.96	32499.2	17833.059999999998	153269.92	465693.28	351301.96	505002.02	505980.71	473463.2
3.1.13.1-RXN	25195.84	27208.53	20654.71	18530.91	21845.67	22297.56	12315.93	18666.86	19707.29	40404.82000000001	18137.21	16172.36	20742.31	25203.24	18787.41	19709.99	14718.9	28946.03	23524.17	19080.5	15361.44	17924.010000000002	33735.29	14108.44	13304.73	21645.050000000003	25437.84	29531.189999999995	24411.42	15245.37	17378.3	17828.510000000002	12766.39	15110.37	15373.34	16052.35	13496.589999999998	18810.370000000003	20754.47	30807.39	17276.739999999998	19485.97	12107.34	16223.33	13015.42	9803.91	12988.31	9747.28	326.0	2073.66	2720.76	3936.17	1228.66	781.3299999999999	76516.51	2406.3	1228.5	3648.23	20854.660000000003	15371.84
3.1.13.5-RXN	149083.34	188507.63	176270.18	208615.66	176521.94	267281.82	98816.25999999998	153986.59	184552.39	160628.31999999998	231526.66	196692.91	180844.38	263296.84	202646.47000000003	225123.13	211331.44	237345.83	187520.5	210867.9	181730.09000000003	197890.05	294899.87	136726.89	190979.56	191981.92	183202.54	226671.41	199091.85	189529.62	169196.43	164698.88	184796.22	155001.88999999998	215649.53	141125.06	204587.99	166498.86	184665.25	219000.72	244090.94	209397.34	158583.66999999998	133518.75	181798.91000000003	202783.01	193368.0	116250.21	1340.08	22640.14	9325.02	44005.42	9186.56	7065.900000000001	76609.91	90938.80000000002	33193.35	125557.83000000002	192080.32	173707.44
3.1.2.21-RXN	13113.1	10547.41	8559.59	14186.67	3990.26	6720.71	7947.33	8885.44	5305.050000000001	9889.240000000002	8747.74	6404.539999999999	7968.22	7726.59	1945.81	3116.02	11264.98	6033.23	2829.28	6929.11	4822.63	5209.990000000001	3070.44	2197.12	986.35	916.13	965.94	2130.05	1087.28	1342.33	1476.28	1156.53	1181.7199999999998	905.9	1305.54	921.54	1443.8200000000002	1018.11	764.96	966.36	1527.21	979.5700000000002	985.54	574.7800000000001	847.97	805.3700000000001	791.62	326.22	178.82999999999998	1863.66	1093.96	558.25	366.67	289.5	1.83	7769.02	5208.63	11210.73	2789.54	2121.76
3.1.2.23-RXN	29333.44	29273.35	22918.28	19883.43	21443.88	31243.13	12393.92	19678.43	21372.41	35723.39	24384.39	20076.02	22517.39	28114.69	19279.72	22372.450000000004	18487.95	35914.33	21392.64	23046.72	17380.75	21037.300000000003	33901.21000000001	14988.26	20363.46	28147.11	32313.56	38874.17	31423.38	24158.04	25073.5	23880.99	18153.06	21753.230000000003	22097.99	22205.86	23671.98	28466.43	26314.4	39872.67	25193.79	25010.03	18341.55	22980.51	16986.260000000002	14211.63	17222.440000000002	13571.62	113.25	1068.9299999999998	1059.75	2580.17	398.86	4.0	9.55	1876.48	681.5	3076.19	17786.949999999997	15701.94
3.1.21.1-RXN	6153.79	2872.76	2703.49	3206.09	4002.81	6348.58	1074.04	2313.42	2836.89	5927.6900000000005	2753.15	2424.25	5824.660000000001	7243.48	3057.21	2755.57	3437.14	10861.53	4012.77	2994.6200000000003	2071.46	5930.06	3237.69	1836.05	1772.9	2856.78	5808.07	9588.42	8735.159999999998	1144.92	3302.15	4137.52	5706.41	2017.13	3909.15	4564.72	1641.9	4094.83	1413.33	5338.61	3954.84	3416.83	2553.4300000000003	4533.1	1561.33	1261.65	4911.92	1963.58	4.0	438.6	534.4300000000001	89.0	180.93	5.67	76505.84	521.0	236.5	962.0	496.19999999999993	536.4100000000001
3.1.21.2-RXN	136709.19	132314.16999999998	127038.85	190967.66	99084.23	133115.41999999998	118847.59	142180.72	134127.81999999998	186683.95	168547.86000000002	154987.15	160751.69999999998	161736.27	141135.29	146843.12999999998	268631.68999999994	164318.59	95125.49	141504.45	134880.85	119661.02	118914.32	76529.01000000001	167828.32	158070.58	114981.97000000002	160566.34000000003	157350.61	141837.01	127770.97	136957.6	249432.75	134140.84999999998	204725.74	118801.41	153394.53	117905.79	123317.91	140117.25	221855.05	150298.96999999997	123193.46	111028.97	197198.13	232369.76	203514.25	101510.64	1562.26	23911.480000000003	16649.56	31679.890000000003	10817.8	8320.869999999999	76615.01	214288.34000000003	165411.08000000002	216001.58	129229.65	124549.41999999998
3.1.21.3-RXN	279624.64	359971.61	299871.26	335271.26	321674.78	398169.09	176061.71	255311.3	292732.42	323710.3	362410.05	311486.73	250003.13	406668.42	296217.99	330690.07	306353.7	373394.15	276451.92	321737.73	271197.18	276577.01	406787.03	210722.93	207783.72000000003	235131.98	215370.64	249810.0	240926.24	248662.49	228371.12	198306.69	322837.87	213936.56	252171.22	203848.92	262076.98	241660.73	268542.59	299665.46	238455.99	254848.48	193916.11	233866.65	241051.38	239739.82	239300.43	154473.57	5729.61	61307.19	39794.46	107784.19	33289.18	34904.76	3642.97	339571.51	318190.17	321630.07000000007	335127.95	309546.51
3.1.21.4-RXN	2871.89	3260.08	2520.19	3091.41	2269.41	3063.27	1887.92	3461.6	3606.39	4595.33	4187.28	4896.61	4288.75	4667.41	3254.56	3287.75	6082.22	10989.17	3985.81	3659.25	3926.47	3210.0	7283.8	2481.1400000000003	842.6099999999999	2224.61	2558.61	1485.03	5285.39	691.78	1423.03	1310.23	6512.16	1121.69	1624.72	4465.08	1636.61	2765.05	1453.94	5643.4400000000005	3255.48	1219.61	1717.17	2001.69	2616.66	1873.61	7733.389999999999	1253.44	5.0	707.3299999999999	6.0	1141.0	719.0	95.0	0.55	2040.78	1973.11	4392.44	513.25	489.5
3.1.21.5-RXN	14088.5	16105.92	18910.56	19498.57	12606.12	17650.28	11458.56	15875.83	19923.95	24552.03	19467.01	20191.63	23935.89	22539.55	18189.09	19841.06	34300.21	28516.79	15996.72	16443.02	18171.14	15411.78	26030.06	11499.45	10133.9	13631.29	14126.59	17692.55	21281.54	8556.42	12434.589999999998	11381.63	41911.54	10173.47	12725.6	16867.21	9085.4	13652.58	14643.73	17273.39	10214.43	10207.429999999998	8638.96	20126.18	21782.58	19655.24	21207.04	9750.12	796.25	7490.25	5369.62	7281.280000000001	3766.75	5485.83	12.0	56782.71000000001	60906.01	51536.03	6305.81	5819.0
3.1.21.7-RXN	80995.01	100041.47	81480.51000000001	103989.74	50751.76	82035.95999999999	67604.59999999999	84153.22	75148.54000000001	100258.21	97271.99	83203.94	114289.02	102691.57	115545.02	128784.77	139687.15000000002	129018.06000000004	73074.02	96518.79	92352.31	84136.11	84623.55	57625.06	123428.77	114104.52	91169.43	149105.06	83381.26999999999	125021.2	107536.16999999998	93217.0	81581.8	128480.66	156285.46999999997	85870.38	116373.15	132472.02000000002	116313.61	145406.42	126685.76	127149.76	101182.6	103319.26	119622.05	127693.19	100721.69	66536.11	1094.99	15456.23	8550.85	9782.59	4621.6	6407.400000000001	76557.29	71736.08	35552.52	106543.76	17409.46	17712.5
3.1.22.1-RXN	159.0	115.0	94.0	133.0	108.0	273.0	53.0	93.0	122.0	40.0	159.0	113.0	135.0	216.0	192.0	252.0	188.0	152.0	204.0	225.0	142.0	195.0	325.0	123.0	44.0	56.0	73.0	80.0	64.0	50.0	63.0	58.0	72.0	55.0	61.0	63.0	97.0	396.0	133.0	162.0	197.0	157.5	123.0	103.0	69.0	68.0	152.0	71.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	428.0	380.0	953.0	16.0	18.0
3.1.22.4-RXN	217278.78	258202.55	213662.46	242984.61	237142.43	303060.95	132672.78	192772.21	215239.97	239553.84	258944.29	224898.81	230991.85	326245.51	258456.82	292704.32	251077.25	302640.83	223526.9	251563.24	217599.42	234256.29	326970.06	163573.69999999998	214595.76	254174.72	236343.3	294093.89	246389.48	228948.16	215485.74	211697.49	228031.19	214646.0	266333.19999999995	181916.96	226793.49	240605.36	232193.27	301394.07	279946.4	245474.51	183663.41000000003	198165.71	222676.83	223578.98	235118.76	132640.91999999998	2196.83	29942.06	24869.13	71710.15	17304.52	12627.759999999998	154489.8	236447.56	193352.83	270722.26	278145.8	257759.52
3.1.25.1-RXN	224.0	309.0	220.0	336.0	154.0	307.0	91.0	126.0	120.0	99.0	194.0	160.0	78.0	160.0	60.0	102.0	128.0	160.0	92.0	86.0	78.0	125.0	180.0	77.0	250.0	512.0	445.0	846.0	1123.0	497.0	759.0	434.0	383.0	209.0	299.0	439.0	325.0	384.0	293.0	680.0	743.0	571.0	207.0	212.0	296.0	286.0	723.0	161.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	510.0	180.0	929.0	44.0	50.0
3.1.26.11-RXN	118147.77	145788.15	133062.02	159470.37999999998	110512.66	155091.9	100140.05	128623.83	134644.13	157638.28	162901.17999999996	148005.27	166998.4	189050.42	169741.54	190547.88	218669.59	202919.54	126333.32	152263.86	148040.21000000002	144912.35	161291.25	96630.31	146225.94	141088.81	120759.47	180165.19	122130.67	140139.04	131402.61	123564.15	158027.75	155047.21000000002	179743.33	120158.84	138141.37	157511.91999999998	147587.62	179826.69999999998	139918.66	153962.44	117495.25	137513.66	160790.26999999996	164872.50999999998	141556.64	90993.23	1604.51	29110.149999999998	19996.91	32229.4	11755.54	10244.04	76583.51	196374.41	162066.16	206197.78	113940.01	109013.39
3.1.26.12-RXN	143534.62	173744.83000000002	174416.69	213035.28000000003	154885.4	228363.52	121902.28	175999.93	203356.69	244488.13	242342.3	208801.57	196961.59	222270.16	193486.54	214014.21	261018.64	239525.56	178929.34	206664.82	188985.1	185783.49	249048.9	135105.84	247065.93	197024.25	190079.28000000003	285237.76	221764.98	230778.68	201012.29	186345.35000000003	230572.8	192859.19	277863.91000000003	171769.77000000002	255772.1	184222.64	222308.65	231475.0	279296.75	250183.06	201848.45	145196.76	251484.33	282920.28	225353.88	154772.72	1460.16	24023.07	10975.6	30068.92	9065.56	7114.06	76627.63	84086.36	30146.35	111634.69	119012.22999999998	105340.9
3.1.26.3-RXN	219040.49	266197.53	227563.59000000003	264194.62	245350.56000000003	315646.81	148530.49	211219.16	235953.38	270083.01	284231.36	248308.17	251862.49	337156.05000000005	268311.89	303075.69999999995	292404.91000000003	321626.24	233194.45	267159.18	234742.27	244494.28	333790.51	173156.02000000002	236141.75	257881.42	233035.39	300932.59	252132.57	246686.18	229414.87999999995	217247.9	269349.93	227550.26	287810.43	195782.62	249942.58	245376.95	249906.71	303926.15	292878.86	264595.32	201172.28	210319.6	247383.08	261973.67	251701.22	149143.32	2393.43	37470.39	26384.16	73823.23	18862.98	12349.03	76640.79000000001	241991.07	180021.31	263655.41000000003	277541.03	257554.49
3.1.26.4-RXN	446095.49	536303.26	462008.8	530214.69	469040.97	629522.45	299130.83	432895.27	488075.4	554369.41	566948.96	504723.46	535373.95	683200.1399999999	573906.4	632749.41	620460.75	668690.29	484664.94	541867.87	492211.6	504054.26	693635.79	355556.39	507477.33	546075.67	494009.7	637893.16	547209.44	514660.37	486414.96	457943.02	597408.5299999999	474757.18	611563.59	419988.1	529602.19	521180.37000000005	517996.22	637310.03	621116.66	552514.45	428454.35	447276.21	535777.85	574050.34	550440.82	313929.42	5798.889999999999	90444.6	66156.56	144562.95	41038.69000000001	30353.16	153326.09	565004.81	434521.2400000001	585939.2	515020.52	469561.64
3.1.26.5-RXN	186606.39	225609.2	190567.52	211233.41000000003	221684.21	272463.15	112054.82	166489.62	190005.74000000005	210477.15	234689.54	202891.78	187018.44	282677.91	200798.85	227319.97000000003	191890.86	250573.26	193880.26	213460.56000000003	179711.75	196152.09	289562.33	140395.61000000002	149022.88999999998	170882.24999999997	168434.09	192603.96	176056.18999999997	173338.5	161664.49	148353.73	168584.82	149633.01	188560.7	132396.89	166148.9	165944.08000000002	172620.63	206586.06	169060.32	171414.41	127444.85	142338.19	140325.99	136886.37	147251.96000000002	93394.58000000002	2126.18	32660.73	23047.15	71847.48	17634.46	11699.47	76590.29000000001	228967.9	172469.5	246344.02	285150.53	265232.38
3.1.26.8-RXN	23346.33	16548.62	19671.25	25099.29	8174.77	13334.359999999995	19176.14	25362.42	25548.74	43914.21	24395.700000000004	28904.020000000004	28194.8	23781.6	20629.43	20522.560000000005	51343.46	31233.27	13731.55	20171.480000000003	22709.32	15120.89	18370.67	11814.28	17021.79	18368.43	13979.35	17677.18	29811.97	12931.56	17947.61	14808.820000000002	69079.53	16312.08	18926.47	23007.91	15071.409999999998	17737.579999999998	19621.92	22074.2	13247.8	13343.18	12583.85	27494.79	35767.49	35639.88	39081.88	15493.759999999998	475.44	9897.32	10543.46	6143.49	4677.45	3722.14	18.0	113628.15	122933.31	92835.85	1048.38	1290.0
3.1.27.1-RXN	33199.07	36627.8	35196.67	36274.59	35039.030000000006	59629.92	14392.23	32341.890000000003	39682.86	28658.43	41862.0	37008.98	38892.490000000005	56701.51	35311.63	42324.9	29139.11	52914.76	45438.9	42889.82	33562.9	42283.28	75896.56	29365.19	23704.76	34053.65	44745.58	45743.83	40416.78	26743.44	28302.93	29693.88	22728.51	21445.33	27532.56	27972.82	34061.73	32929.33	33427.41	51695.62	38176.44	34339.880000000005	26460.85	28247.93	22465.11	20834.7	30163.18	16377.56	528.4200000000001	6628.33	2167.75	8842.67	2957.37	4050.5	17.95	7851.599999999999	3177.07	10370.97	25917.45	22416.57
3.1.27.3-RXN	27161.590000000004	35454.869999999995	40808.45	50761.40000000001	32015.62	44491.47	32186.0	43446.59	53761.95	71551.68	61284.95	52368.62	48377.53	45200.22	58407.47	60306.47	89444.99	58192.75	40687.990000000005	49795.78	50468.380000000005	43532.38	47109.35	35558.619999999995	96057.44	77515.29	65661.77	116306.96	82443.2	85308.54	75045.47	71201.95999999999	106675.19	73525.99	105350.83	67147.80000000002	101930.35	62158.84	81336.13	78937.87	128519.06	97342.99	81868.33000000002	48295.15	114930.59	131065.65	94816.7	64546.26	513.3299999999999	6547.16	3520.17	5932.17	1996.66	889.0	45.5	17274.97	6526.16	20463.08	15193.25	13095.34
3.1.27.6-RXN	1.88	5.45	3.62	5.25	7.38	9.0	3.5	4.25	6.25	8.25	17.0	44.75	20.880000000000003	7.75	34.62	16.25	43.0	18.5	35.38	12.5	6.5	21.25	10.38	2.62	0.12	10.75	7.38	0.0	27.88	0.0	0.75	8.25	15.5	0.0	0.0	7.75	2.0	7.0	3.0	5.38	9.0	5.0	4.0	8.0	5.0	7.25	16.62	9.38	0.0	0.0	28.43	0.0	0.0	0.0	608.0	0.0	0.0	0.0	10.0	8.5
3.1.3.16-RXN	398288.43	460780.85	411662.35	496138.37	396119.25	510667.1	291203.98000000004	406349.16	404755.84	501949.62	525889.5	461548.26	451885.73	573722.04	439873.12	485562.24	599077.75	564060.67	364654.31	458133.06	405833.37	412393.08	509047.32000000007	280553.26	449169.3000000001	451467.62	386175.9	500863.37	432137.86	440459.48999999993	403091.32	389621.98	518398.24	424345.49	538755.73	350820.61000000004	453803.36	433734.14	429982.1400000001	517462.33	516194.32	463242.58	353968.69	362657.14	466197.14	500239.1	456392.27	281543.51	4604.04	73252.32	45811.41	122418.4	32064.35	21828.78	77350.13000000002	509603.94000000006	397840.63	529324.62	451891.77	421479.17
3.1.3.70-RXN	299.0	264.7	249.0	278.5	1782.33	1188.5	124.0	254.0	339.5	256.5	479.5	400.5	475.5	762.0	356.5	411.0	519.8299999999999	450.0	678.0	368.5	217.0	353.0	932.0	234.0	60.0	119.0	123.0	123.0	251.0	119.0	57.0	104.0	208.0	32.0	48.0	62.0	174.0	191.0	175.0	530.0	837.67	314.0	167.0	113.0	206.0	248.0	1420.33	121.0	0.0	0.0	28.43	1020.0	39.33	3.67	76498.34	67.0	186.0	63.0	3490.5	2803.17
3.1.3.77-RXN	12491.81	14195.36	11512.62	11877.96	10177.5	14098.07	6847.030000000001	10261.93	9730.56	25668.74	11834.82	9295.12	23422.9	16525.989999999998	19247.37	20987.81	15434.14	19535.81	14051.8	12437.3	10861.2	13773.33	19988.88	9568.29	9991.899999999998	18068.03	23562.35	36823.27	33029.88	12496.93	16818.22	14456.44	16267.29	9650.67	11448.91	14736.97	17942.71	18553.82	16881.739999999998	29099.86	19797.120000000003	18089.52	13519.26	14596.16	11236.27	9885.91	19741.1	8392.279999999999	26.0	808.5	1499.0	1399.17	347.03	91.0	3.0	4607.92	2966.84	9385.16	9072.19	7495.66
3.1.30.1-RXN	4835.5	6207.75	4443.75	2383.75	3126.5	5132.25	3944.5	6186.5	4544.5	18125.5	4830.0	4142.75	14634.25	5327.75	5501.5	8073.75	3715.75	4442.5	5289.25	5048.5	4080.75	4484.5	7159.25	4057.0	3521.0	7231.0	12376.0	21149.0	21309.0	4234.0	6522.5	4583.5	9863.0	2858.5	3115.0	6145.5	4468.5	7491.5	6628.0	12446.0	6503.0	5915.5	4803.5	5846.5	4296.0	3788.0	10265.5	3578.0	7.5	159.0	765.0	43.5	1.0	0.0	3.0	353.0	70.5	515.5	1269.0	849.75
3.1.31.1-RXN	23822.710000000003	19461.13	23857.16	25145.24	23524.94	23849.1	16600.510000000002	26518.25	28991.54	38284.77	35151.88	35698.17999999999	25745.87	36295.41	23590.41	24283.79	45597.89	32474.000000000004	19761.17	25135.08	24855.1	20691.07	27765.01	15911.12	20904.38	20453.95	16020.97	19600.88	29706.7	19085.79	20053.87	18705.75	66088.85	24040.39	26966.09	21746.55	17689.399999999998	18352.35	22279.05	24724.06	14984.7	18677.23	13607.4	26762.88	33444.45	32673.1	42098.98	16950.51	377.0	8520.83	8959.0	12425.17	5295.5	3130.5	11.0	94706.45	88024.17	80076.78	53897.81999999999	50935.66
3.1.4.10-RXN	8275.85	13441.76	9945.93	7834.79	6014.92	10651.47	6828.12	9327.69	7474.62	11166.68	9016.68	7777.03	22090.84	16641.4	16810.120000000003	22603.95	16965.18	29890.480000000003	12668.55	12148.92	13138.42	12317.97	12711.4	9293.68	12605.33	23443.87	21061.2	36559.5	14467.12	14068.17	18994.2	16132.17	7617.27	28363.8	19548.0	17552.27	10328.7	31160.0	23634.62	40875.1	15879.0	22686.5	13748.55	26988.33	16407.969999999998	11908.37	14213.67	8709.5	182.0	2724.0	2501.0	1593.0	994.33	459.0	7.0	16699.0	11215.0	28816.0	1826.5	1628.42
3.1.4.14-RXN	61.13	199.03	98.37	119.92	128.88	292.17	50.17	159.75	225.92	75.92	479.5	286.75	232.05	271.75	230.95	177.67000000000002	275.25	226.83	301.38	176.57999999999998	124.75	197.08	293.05	128.87	14.37	134.25	40.13	57.75	218.88	29.75	48.0	90.0	161.75	37.25	44.25	57.75	144.75	169.0	155.25	572.9599999999999	791.5899999999999	291.25	84.0	79.25	156.5	250.75	1323.87	93.88	0.0	0.0	389.43	1.0	2.33	3.67	76503.84	0.0	55.0	0.0	88.0	87.34
3.1.4.17-RXN	24373.84	28003.33	18261.17	15368.69	13644.32	20107.81	12261.16	15917.98	16120.31	21602.66	17434.82	14607.84	17201.35	18930.35	22197.64	26857.33	10511.69	22539.65	21551.97	21055.33	15360.16	15680.02	26526.67	13387.15	14255.01	20130.35	18367.5	16639.15	13577.67	25260.18	19645.66	16077.65	8443.83	17024.82	24584.84	12280.18	26980.32	26037.67	19863.01	23761.49	27007.0	19837.16	19221.0	18914.66	13696.99	13663.66	13490.99	7150.01	1.83	784.3299999999999	359.83	2215.17	297.16	3.0	7.17	245.35	393.0	444.48	5501.67	3905.52
3.1.6.12-RXN	1.0	0.0	3.0	2.0	36.5	11.0	0.0	5.0	3.0	1.5	9.0	9.0	0.0	13.0	0.0	4.0	3.0	4.0	0.0	1.5	2.0	1.5	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177.0	0.0	0.0	0.0	0.0	0.0	0.0	134.0	174.0
3.1.6.13-RXN	11132.0	24888.5	16177.5	22952.0	14070.0	27136.0	4925.0	11089.5	14795.0	5484.5	28691.5	20618.0	4449.5	33765.5	19379.0	18154.5	3120.5	25013.5	17848.0	23071.5	16433.0	18053.0	31886.0	16111.5	2639.5	5690.5	3283.0	3754.5	2611.0	2934.0	2949.5	4456.5	2068.5	2439.0	2353.5	2794.5	5174.5	3323.0	6313.5	6955.0	5990.5	9246.0	2801.0	3198.0	3624.5	3249.5	2862.5	4751.0	1.0	599.5	0.0	1385.5	198.0	0.0	4.0	612.0	158.5	942.0	6456.0	6896.5
3.1.6.14-RXN	2678.0	6627.5	5608.0	5405.5	5009.5	9727.5	1442.0	5678.5	6330.0	1605.5	14160.5	10587.0	2829.5	13717.5	7571.5	7377.5	1599.5	9670.5	7060.0	9039.5	6730.0	8227.5	13020.0	6410.5	1695.5	3477.5	2084.0	1233.5	1182.0	1473.0	1371.5	3177.5	744.5	1799.0	1335.5	1674.5	3856.5	2761.0	4788.5	5662.0	3408.5	6535.0	2206.0	2647.0	2816.5	2230.5	1312.5	3673.0	0.0	385.5	0.0	375.0	0.0	0.0	0.0	104.0	25.5	27.0	2522.5	2419.5
3.11.1.2-RXN	2454.52	3278.0	3080.3	2882.74	3666.25	4640.34	1352.6999999999998	2558.13	3208.0600000000004	3063.4700000000003	3639.07	2976.34	2467.03	4097.35	2715.92	3527.0600000000004	2436.07	3569.73	3063.92	3856.6	2497.67	3082.67	5877.320000000001	2441.08	2030.45	2185.56	2813.48	2313.35	2229.43	2476.41	2160.08	1908.28	1287.88	1865.91	2200.08	1590.87	2344.92	2367.77	2919.82	3378.7200000000003	3337.35	3012.32	1990.57	2037.58	2066.33	1832.43	2099.92	1682.4	0.0	65.33	26.5	332.67	197.33	0.0	0.0	207.27	64.67	304.46	3514.01	2807.52
3.11.1.3-RXN	13.0	11.67	14.33	20.67	21.0	10.0	5.0	1.67	6.33	1.67	15.34	9.0	5.33	16.67	5.0	8.34	12.0	18.0	8.34	6.33	6.33	23.0	24.340000000000003	6.0	104.0	94.0	86.33	70.0	99.67	81.0	111.33	90.0	76.0	122.0	77.0	69.0	28.0	19.0	61.0	30.0	32.0	24.0	36.0	14.0	19.0	21.0	27.0	23.0	71.0	0.0	0.0	29.67	330.0	0.0	0.0	69.0	0.0	36.0	35.0	31.0
3.2.1.1-RXN	276833.48000000004	338946.16	306615.69	389643.03	239487.11	370707.48	240527.51	315607.83	337055.02	405179.61	419177.24	355981.75999999995	368542.23999999993	391827.03	379953.35	415875.17	504562.43	426823.53	286953.74	370838.45	340667.46	319285.5	358226.15	226468.29	424077.96	331968.6400000001	279633.4	431302.56	322929.31999999995	409550.94	341511.30999999994	303722.58	391960.85	345071.97000000003	501126.12	277629.57	432750.72	347748.44999999995	352294.14	358478.46	455986.13	391975.78	342201.86	268497.05	427099.52	489522.21	369379.29	245270.61	1733.34	36194.14	18414.55	44069.96	12483.26	6644.240000000001	153211.36000000002	200594.68	120923.67	227772.14	155773.57	143691.38
