function	G2N01	G2N02	G2N03	G2N04	G2N05	G2N06	G2N07	G2N08	G2N09	G2N10	G2N11	G2N12	G2P01	G2P02	G2P03	G2P04	G2P05	G2P06	G2P07	G2P08	G2P09	G2P10	G2P11	G2P12	G5N01	G5N02	G5N03	G5N04	G5N05	G5N06	G5N07	G5N08	G5N09	G5N10	G5N11	G5N12	G5P01	G5P02	G5P03	G5P04	G5P05	G5P06	G5P07	G5P08	G5P09	G5P10	G5P11	G5P12	NC01	NC02	NC03	NC04	NC05	PCRN	PCRP	PM01	PM02	PM03	SC01	SC02
3.2.1.10-RXN	35309.72	36274.25	38637.96	38752.11	21280.91	32702.390000000003	27413.31	43463.59	40049.65	58613.89	39528.47	43780.22	62064.86	57987.20999999999	47840.2	56078.76	79423.44	65439.23	37380.69	39605.8	42639.55	35497.13	51659.6	28621.800000000003	32765.4	48634.4	45639.15	67493.65	55330.53	29909.4	40569.99	34917.84	102649.33	47060.37	40493.31	49118.56	33043.42	62164.51	50885.630000000005	81493.42	37188.03	45673.37	34638.579999999994	74001.01	64470.61	61812.89	65288.7	30963.61	637.0	14349.83	11735.6	9292.06	5029.9	5330.5	41.0	147740.9	156931.72	122041.99000000002	10846.0	10388.0
3.2.1.11-RXN	568.34	212.92	161.46	204.5	84.26	110.04	173.24	162.06	155.22	1411.48	215.75	162.93	176.04000000000002	527.41	162.51000000000002	150.84	394.22	1274.42	252.11	475.0	230.82	231.84	273.44	135.88	35.2	48.6	42.2	14.84	23.76	11.06	20.0	17.96	44.72	17.8	31.8	18.18	23.0	49.96	158.6	74.89999999999999	11.6	16.060000000000002	45.32	74.56	52.42	46.04	17.8	24.0	0.0	0.0	3.6	58.4	0.0	0.0	0.0	366.2	359.8	199.6	93.5	108.75
3.2.1.113-RXN	5898.33	5047.22	3801.39	3414.22	2471.0	4263.97	1907.08	4107.9400000000005	3910.0	3969.94	3607.42	3251.64	4580.03	8533.61	4204.11	5718.83	2562.97	6060.75	5648.67	4541.22	3904.61	4641.44	10704.11	4108.92	1313.61	1639.4199999999998	2842.31	2672.87	1890.38	1175.0	1309.39	1576.6699999999998	1157.59	1373.0	2405.4999999999995	1112.84	1923.28	3817.39	1750.0	4817.34	2038.05	2110.83	1735.02	3539.5	1413.7	1140.47	2027.34	934.66	0.0	176.0	46.0	12.0	2.44	27.56	0.0	91.64	16.56	139.31	148.25	122.78
3.2.1.132-RXN	12496.69	18634.68	23298.91	29601.14	13166.83	20789.78	18593.48	21154.28	25860.63	32097.61	30092.17	26026.18	25891.88	21784.380000000005	41184.62	37223.87	52264.45	31316.47	19836.6	25165.03	28559.64	25535.3	21718.25	17264.940000000002	37708.61	14986.45	15084.74	35129.63	19259.62	32118.25	25258.02	19744.43	26061.450000000004	25954.07	41704.67	21898.01	36805.630000000005	17765.86	26178.24	18367.930000000004	32000.88	29617.01	28641.48	11190.83	38331.3	44339.74	25281.76	22118.4	68.0	2473.33	903.25	1630.25	364.44	40.56	16.0	3326.9	1365.56	3269.8900000000003	2832.67	2392.62
3.2.1.135-RXN	187.84	358.81	431.88	338.14000000000004	553.22	661.31	160.89	988.34	497.3500000000001	195.69000000000003	1542.0100000000002	1067.52	182.38	685.08	334.48	294.46	353.14	343.79	225.58	451.48	424.49	400.94	375.43	274.9	6051.58	3418.86	2245.71	999.82	1701.13	6527.39	3746.85	4852.74	2016.5	4577.81	7702.71	2187.11	2786.62	2550.75	2577.6	1739.23	1252.84	1594.57	2576.2700000000004	1870.76	2935.6400000000003	2874.93	717.8199999999999	3063.3499999999995	0.33	174.50000000000003	220.59	24.33	46.0	70.67	0.0	1006.66	404.66	1773.35	776.9899999999999	1017.19
3.2.1.136-RXN	2606.1	2539.62	1993.48	3279.92	1117.48	1472.62	1660.5	2501.48	1337.5500000000002	3128.94	1803.5	1821.44	2920.37	2096.42	1647.31	1692.5300000000002	3736.67	1838.98	1309.38	1541.5700000000002	1290.58	1545.54	2047.29	754.79	6821.42	3860.58	3367.17	5310.7	3139.5	8319.82	5600.75	4457.3	3608.79	9394.92	12831.67	3125.52	1391.0	1662.54	1413.75	1487.6799999999998	2407.67	1577.06	1471.29	1233.5500000000002	1806.89	2031.09	1957.25	835.91	89.0	1743.33	1016.25	399.0	259.0	288.0	1.0	7532.67	4872.0	12730.5	751.41	673.25
3.2.1.139-RXN	72617.38	67468.62	51897.16	65782.31999999999	36569.39	60934.33	45403.34	56367.07	51803.4	90786.35	55896.17	49522.94	93542.08	80823.15	84731.79	94368.45	93427.08	76499.67	55890.03	68741.69	61297.59	61338.61	75421.53	40390.33	53028.37	57446.5	58161.42	74966.92	68310.03	56700.6	50719.01000000001	46319.34	54059.420000000006	41793.86	67086.91	40063.52	59956.33	68176.32	48401.43	70076.91	70555.04000000001	54284.44	50472.16	50579.41	52031.240000000005	60612.9	65369.78	27199.26	142.66	4731.99	2379.26	5961.23	1504.91	675.5	36.34	16885.39	10576.39	20497.9	12214.32	9046.82
3.2.1.14-RXN	187665.49	206935.84000000003	180710.37	247393.78	111534.39	182863.37	166732.83999999997	199557.64	186352.44	286953.35	215131.34	186874.6	264513.79	206685.24	243765.57	262846.51	349133.59	245168.18	155553.93	215335.58	201047.84	183629.35	178134.76	123208.63999999998	258328.25	204420.31	192542.74	308491.99	227608.55	254959.52	216061.11	187554.25	240134.67	225695.95	342952.38	174414.72	241039.27	218441.97	206553.54	224130.21	287859.36	235434.07	205865.61	161822.25999999998	245009.7	278890.61	241950.71	133174.3	1380.24	21703.63	9016.26	18135.75	7180.83	6260.4800000000005	769.67	122500.06999999998	43428.28	166972.0	37075.61	32223.77
3.2.1.141-RXN	104402.78	124749.58	107685.26	130169.7	83143.45	135031.74	81335.87999999999	106128.86	115515.53	139008.31	142374.4	122794.07	131092.52	143622.16999999998	145516.79	160830.58000000002	172737.05	163334.64	105432.58	129735.64	123494.27	117705.5	133850.46	81723.9	162930.16	162513.40999999997	140090.22999999998	191080.66	152841.29	162115.81	145905.88	136386.57	157923.6	146551.15000000002	190878.03	118114.96	171720.45	156534.66999999998	153971.07	183995.91	209986.49	173332.22	137179.63999999998	123124.23	165745.59000000003	184537.46	160187.78	95680.16	558.4	13524.83	6471.09	16235.68	3292.35	1527.06	82.62	54346.24999999999	24042.03	73807.52	61376.99	56089.09
3.2.1.143-RXN	37.0	69.67	59.33	71.66	19.66	34.67	26.0	40.0	16.33	21.33	41.67	33.0	12.0	16.67	8.0	8.33	29.67	20.67	11.66	20.33	20.0	13.0	16.0	3.67	5.67	8.67	4.67	8.0	3.67	9.33	6.33	6.67	6.33	21.67	9.33	5.67	3.67	6.67	11.67	7.67	6.0	3.67	2.33	7.33	5.33	4.67	4.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.67	1.33	177.0	0.0	0.0
3.2.1.156-RXN	6436.76	5728.46	3333.21	3424.1900000000005	1830.55	2026.61	2303.57	2709.2200000000003	1458.2999999999995	5687.52	1803.43	2110.6800000000003	5769.3	3682.44	4166.13	4995.280000000001	1837.49	4486.98	3350.79	3053.98	2069.08	1970.94	5182.129999999999	2251.56	420.0	526.99	651.6700000000001	1410.2799999999995	608.75	403.23	544.68	344.38	492.81	420.0	1044.99	594.69	908.67	392.04	777.0	1031.17	540.6700000000001	761.9000000000001	491.79	688.71	451.97	580.5799999999999	507.99	496.32	0.0	21.83	316.0	10.33	0.0	0.0	0.0	86.0	115.0	98.83	724.14	805.4300000000001
3.2.1.164-RXN	857.32	683.83	565.1700000000001	750.67	428.33	984.99	209.16	503.84	1151.34	329.01	864.1600000000001	823.17	3535.34	3643.66	8307.34	7832.67	6158.84	2879.49	1974.5	1388.67	2922.99	3319.17	2684.83	1699.0	5396.5	2578.5	2127.82	2702.67	991.83	6600.5	3969.51	3145.84	1542.67	8158.84	10867.0	1517.33	508.16	593.32	403.33	487.33	793.0	431.84	520.33	265.83	390.65	426.83	295.34000000000003	178.82999999999998	62.0	89.5	494.0	0.0	104.0	1.0	0.0	2102.34	795.0	4217.0	120.5	154.67000000000002
3.2.1.165-RXN	1429.37	1893.35	997.49	1450.06	1115.25	1945.63	640.91	822.5099999999999	1672.37	532.5	1474.6799999999998	1526.09	4712.28	3356.8900000000003	4613.36	4595.61	6959.6900000000005	5443.48	2366.44	2042.77	2844.24	3222.87	3832.17	2019.52	2550.03	1152.87	1808.42	1907.2	986.38	2645.0	1701.9299999999998	1613.6799999999998	965.94	2603.1400000000003	4738.83	1020.19	1061.14	1049.38	883.3299999999999	684.94	867.22	666.1700000000001	1031.48	560.6600000000001	672.74	664.42	504.84	485.16	0.0	22.0	26.5	48.0	0.44	26.56	2.0	281.73	84.56	377.56	796.8299999999999	687.45
3.2.1.17-RXN	17444.72	23426.58	18039.6	15896.22	15851.2	23447.08	10033.19	17257.370000000003	16830.14	14477.46	17859.73	16519.39	28372.98	32753.05	23070.15	31630.97	16566.32	39105.22	24411.86	21401.24	19681.99	21516.53	35778.45	16881.37	11741.95	25840.73	23357.94	36745.47	16453.85	14335.52	16800.5	15427.0	8457.8	26293.08	14862.49	17427.88	12518.89	34672.53999999999	26820.14	48319.98	17890.32	27409.01	16133.9	31318.32	18698.51	13799.35	18232.07	10845.66	553.33	6626.4	2936.46	4082.17	2222.33	3945.67	78631.23999999999	7460.94	5431.06	11640.43	8794.19	7482.969999999999
3.2.1.18-RXN	81592.07999999999	122797.21000000002	80237.5	95107.25	64889.67	117363.83	48091.69	67042.08	76916.63	67399.27	106184.69	80752.57	68834.37	130102.56	119094.75	130851.50999999998	75025.29999999999	128824.32	87385.49	113245.53	93897.75	95381.67	122301.26	72780.6	66447.39	79500.51	69637.72	87765.94	49680.15	90569.67	75670.51000000001	65523.67	35309.340000000004	80860.29999999999	100178.34	55008.61	76303.02	96586.86	81477.68	103489.99	89869.76000000001	86818.54000000001	69916.31	73865.72	63447.26	60077.43000000001	51490.4	38006.48	306.83	8040.0	3909.67	8054.09	2400.33	817.5	24.5	31830.85	16232.66	47362.67	28021.62	26139.26
3.2.1.21-RXN	778352.52	848065.7	731820.3599999999	908795.5	550080.0700000001	851190.1799999999	543892.99	693279.6099999999	719241.4199999999	906839.04	806020.81	718148.94	1085175.99	1073193.72	1111172.85	1184739.85	1280022.5300000005	1073420.01	741600.8	851275.93	837014.75	846062.06	1038908.87	560848.67	1088130.12	1070819.63	935267.39	1283563.1	1038669.63	1009498.81	899976.5	919787.75	1135610.76	955128.24	1368992.6999999995	776337.21	1011965.38	983135.17	864535.45	1150115.99	1381223.86	1054267.31	845045.12	768731.6499999999	1070584.75	1232566.42	1166207.6	584052.22	5459.450000000001	99539.75	56353.28	123154.77	34929.8	26293.42	77175.76999999999	570503.82	288843.39	721194.47	426514.59	386704.45
3.2.1.23-RXN	414673.8	466715.13	366813.5500000001	417778.57	264970.29	439589.92	257768.07	338917.42	382674.35	452004.67	391496.91	362536.58	690692.9600000001	660122.27	779317.22	813318.4	764131.9	697753.76	452358.1699999999	475598.99	522300.11	506119.27	609819.52	346625.42000000004	568968.72	546155.34	472307.92	690548.89	485356.5800000001	531962.61	498065.59	462907.12	494425.88	570895.6900000001	724963.6599999999	423081.78	523592.43000000005	623316.0499999999	497922.01	690310.5800000001	597364.56	562065.98	448920.77	483245.1	552182.1000000001	602966.35	559435.27	297494.34	2444.63	52377.48	33078.93	48996.43	19325.820000000003	11032.08	153296.68000000002	300546.66000000003	194521.01	424710.29	138584.63	121853.48
3.2.1.24-RXN	53872.73	50805.1	46531.0	67746.98000000001	34904.35	56552.75	39930.69	47020.7	50042.81	65523.23	63378.8	59381.71000000001	81167.14000000001	81060.06	107802.81	96943.24000000002	127957.0	87777.82	48848.26	59358.3	68413.17	65583.46	68343.87000000001	37857.06999999999	83363.7	61765.310000000005	47778.55	57801.55	59075.27	69600.88	56924.630000000005	58239.55	68705.12000000001	63816.88	97414.02	53073.57	71223.5	56039.89	57789.01999999999	68032.95	72378.68	68752.08	54187.22	45703.86	77553.71	90404.34	70341.56999999999	44899.990000000005	414.33	7664.0	4222.59	9437.65	2671.77	2946.23	45.33	52879.74	28136.05	63512.240000000005	29037.28	28656.65
3.2.1.25-RXN	79424.33	85346.7	72503.69	89652.18000000001	46931.08	84557.29999999999	58636.51	77551.97	78715.64	101719.73	78866.2	76128.35	157753.36	123227.12	146505.8	153638.33000000002	167318.33999999997	131285.8	79738.33	92341.6	105957.84	98252.35	109540.91999999998	60245.96000000001	128553.56	123072.95	108147.22	153368.47	127452.75	111280.9	102099.49	99129.68	126183.85	112892.71	153328.41	89131.48999999999	105397.15	130138.88	98630.07	137120.0	124598.57	110936.2	92329.07	103949.25	119496.24	130783.58	125715.5	60927.81	620.5799999999999	10575.49	9211.68	9538.98	4323.41	4667.0	83.72	98634.61	94822.39	114171.38	15404.0	13952.75
3.2.1.3-RXN	13006.35	12006.170000000002	10882.320000000002	12079.14	11428.61	15736.71	4943.799999999999	9477.2	11917.94	8147.750000000001	13583.21	11965.55	11645.29	20577.300000000003	12609.57	15090.23	12588.13	16720.09	14124.12	12650.9	11403.16	14110.329999999998	25350.64	9817.17	14674.919999999998	10314.6	12636.2	12416.16	9596.99	15635.52	9586.99	10645.03	8201.02	11712.74	20585.800000000003	7335.629999999999	8461.25	9350.34	9092.8	11721.35	10598.67	9311.14	7029.52	7388.19	7383.110000000001	6603.78	7197.120000000001	4368.67	108.0	2210.5	141.35	3175.9	636.8399999999999	457.56	6.0	5984.459999999999	1522.59	6379.230000000001	13880.97	13523.3
3.2.1.35-RXN	5441.55	9656.45	14090.98	18704.97	10509.86	16791.66	12348.339999999998	17242.11	23856.19	30823.31	26089.0	22938.529999999995	20781.34	15679.33	35539.53	29294.72	43802.71	26278.16	17514.15	21639.51	25624.6	20512.37	19203.74	14765.11	45563.74	20361.52	19530.49	40954.04	24215.53	37959.46	31529.73	25597.33	30717.34	30913.87	49915.84	27760.6	45025.74	22363.32	30289.48	24950.67	40812.310000000005	35519.27	34794.10999999999	13778.729999999998	46597.03999999999	53419.31	32509.270000000004	26449.52	131.0	2417.5	1462.0	1336.4	410.77	318.56	26.0	4708.4	2219.76	4640.45	1503.1800000000003	1382.45
3.2.1.37-RXN	152127.74	154015.43000000002	122480.99	156922.51	81602.58	138504.46000000002	106332.35	134797.63	121381.47	164782.29	126560.86	117382.67	224340.39	198638.31	190585.85	215797.84000000003	230520.35	203600.97000000003	131816.04	158494.37	147953.91	145066.84999999998	177017.03	93560.45	135923.63	154830.2	143786.54	197365.08	145560.44	128833.95	126865.22	119448.85	123073.91	137994.65	171927.54	111347.86	132852.64	189271.01	132855.96	206924.15	158209.56999999998	145874.36000000002	119438.94	149451.66	138553.71	147170.26	149511.64	71152.87000000001	754.3199999999999	15909.3	8332.27	11650.59	4288.24	3713.0	92.68	86160.33	72181.34	116035.69	25193.73	20760.4
3.2.1.40-RXN	116500.69999999998	162085.72999999998	130047.57	133010.94	113053.46	167630.03	87395.01	114196.16	141214.77000000002	152591.98	150714.68	132062.68000000002	207854.63	213003.22	244978.65	278418.36	237669.41	237547.64	153778.1	171302.24999999997	182326.31	175347.34	193199.47000000003	125207.98	212208.79	200350.71	172477.71000000002	266580.83	158726.68	216868.74	191783.2	170447.68	156218.28999999998	222827.16	265570.42	155283.33000000002	216589.49	252379.14	218521.42	274061.33	241599.01	243606.05	189262.42	194022.11	219663.7	230544.67	192926.3	121169.92	684.0699999999999	19143.5	11807.34	25269.5	6945.77	2040.56	81.33	79765.93000000001	40492.7	122987.11	76543.6	74177.07
3.2.1.50-RXN	18893.68	25767.33	18435.98	17641.36	12662.35	23387.69	12128.49	15705.33	18139.67	19089.52	16349.96	17449.37	45895.37	39079.02	53412.97	57023.15000000001	48051.0	52152.62	28511.13	27710.98	33545.84	33264.86	38433.44	21063.83	44426.34	47882.38	37873.34	60870.31	33146.15	40180.85999999999	41217.65	38182.66	31438.01	49629.33	53059.66	34636.02	38886.97	55495.81999999999	42436.68	63891.490000000005	48903.64000000001	46499.84	36226.31999999999	42246.49999999999	46115.66	50422.16	44263.62	23855.84	234.16	7068.0	4046.0	2500.0	1238.33	1038.0	19.0	27620.34	19043.34	46084.65	1508.84	1460.63
3.2.1.52-RXN	586170.3799999999	667365.46	557736.21	700234.42	450078.53	664604.8400000001	416986.57000000007	519161.68000000005	543300.9299999999	712314.92	623300.39	552883.86	716459.8699999999	771374.37	775704.28	847872.9200000002	915018.23	828831.61	550851.64	671590.2999999999	628508.1000000001	624195.9	740899.28	415727.21	646116.8699999999	604712.7200000001	558747.54	799507.87	563049.89	644869.3899999999	586051.21	535073.41	549383.5800000001	630233.37	828396.02	492497.7	634497.7000000001	665953.1300000001	605949.19	764511.63	724793.8900000001	669895.67	531497.46	517010.79	625256.45	674245.72	602459.1799999999	356994.30000000005	4926.88	83300.35999999999	41217.92	112581.49	31115.24	21727.390000000003	76895.96	428548.19	217536.42	554736.6000000001	359462.55	325285.5
3.2.1.55-RXN	175070.07	183920.05	151716.86	176390.63	107105.44	170946.16999999998	118200.31	147568.52000000002	159248.49	215548.16	158755.56000000003	148224.02	317773.0	251803.51	300118.14	314537.58	327000.83	280178.32000000007	175956.31	192870.07	207019.34	196112.44	240738.18	128691.62	242331.17	224371.52	192736.64	283218.16000000003	222646.02	212631.51	186256.69	178097.47000000003	225063.1	202082.49000000005	276288.24999999994	166153.22000000003	227372.18	258510.72	207287.33	277384.7	255732.49	233861.76	195013.82	205398.65	244328.63	280263.36	257735.81	128739.86000000002	694.49	17716.65	11093.34	18642.29	6134.32	2607.5	133.84	84139.82	53877.12	113114.37	43410.83	37410.46
3.2.1.58-RXN	1434.16	1953.0	2325.66	2601.33	4273.49	6048.5	1209.67	2565.0	3424.33	1745.17	4362.17	4114.5	2123.5	3496.66	2126.66	2638.83	3218.33	2938.17	3025.83	2923.5	2270.33	2928.34	3114.83	1734.5	3255.0	2013.0	1903.0	2798.5	3265.0	2848.0	2866.83	2161.5	3130.5	2312.0	3954.5	1901.5	1612.5	1675.5	2000.5	1936.5	4238.17	1852.0	1613.5	1012.0	2870.0	2675.5	2463.0	916.5	10.0	497.0	61.5	1596.0	253.33	39.33	1.0	972.5	23.5	1349.5	9272.33	9223.5
3.2.1.59-RXN	22.0	21.0	14.0	27.0	10.0	37.0	11.0	22.0	17.0	6.0	28.0	20.0	66.0	47.0	71.0	76.0	161.0	40.0	34.0	63.0	42.0	45.0	48.0	18.0	0.0	5.0	2.0	4.0	0.0	1.0	3.0	2.0	2.0	0.0	0.0	4.0	6.0	14.0	6.0	1.0	16.0	10.0	10.0	2.0	6.0	5.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
3.2.1.6-RXN	7.0	20.68	46.68000000000001	52.010000000000005	576.66	201.3	14.33	29.66	28.65	21.67	35.67	63.34	14.33	203.68	15.99	74.34000000000002	42.35	37.33	68.65	23.68	7.66	43.67	31.020000000000003	30.33	0.33	1.33	0.0	0.0	0.0	2.33	0.0	0.0	0.0	0.33	0.33	0.0	2.67	0.0	0.0	0.67	0.0	0.0	0.67	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	204.67	5.33	0.0	0.0	1.67	29.67	7.66	1459.66	1168.69
3.2.1.64-RXN	1957.77	1178.46	1351.73	1262.5	2150.23	3675.62	765.42	1017.73	5559.96	1472.89	2823.0	3301.85	23693.12	12953.42	30043.23	25240.12	27401.42	12207.31	6932.38	5635.15	14625.5	11440.12	8909.88	5572.54	27226.0	19692.0	9822.5	14923.62	16540.08	17674.23	13543.0	15048.38	25385.46	12476.0	25251.0	11220.69	22757.0	21197.38	14033.0	17221.85	27789.0	18834.73	17800.46	15087.38	26774.31	36357.92	31109.5	12165.0	36.0	483.0	122.6	788.0	307.0	103.0	15.0	771.5	374.0	843.0	2669.0	2811.17
3.2.1.65-RXN	20909.0	27910.0	17415.0	15323.0	11722.0	19319.0	12395.0	15452.0	17010.5	23021.0	15296.25	15161.33	40656.0	32012.17	44455.25	50518.0	30101.58	40578.0	22489.25	22609.5	28053.42	24887.0	27243.58	18850.0	28139.0	36877.0	31768.0	50113.0	25623.0	28049.0	31978.0	27841.0	19694.0	39245.0	36593.0	27002.0	26779.0	49035.0	37194.0	56186.0	35884.0	39692.0	27541.0	39255.0	31100.0	27345.0	28306.0	16274.0	169.0	3199.0	2490.0	1469.0	920.0	465.0	13.0	19811.0	16521.0	31329.0	3745.5	3827.25
3.2.1.68-RXN	41.0	84.5	129.0	131.0	57.5	101.5	54.0	95.0	106.0	34.0	157.0	132.0	39.0	96.0	43.0	52.0	67.0	57.0	55.0	78.0	74.0	64.0	149.0	49.0	23.0	31.0	38.0	21.0	15.67	31.0	16.0	22.0	9.0	21.0	12.0	20.67	7.0	23.0	22.0	25.0	15.0	34.0	23.0	6.0	24.0	21.0	7.0	34.0	0.0	96.0	58.0	0.0	19.0	0.0	0.0	93.0	4.0	140.0	118.0	112.0
3.2.1.70-RXN	271.0	97.0	85.0	91.5	92.0	69.0	82.0	85.0	74.0	669.5	109.5	89.5	68.0	279.0	72.0	66.0	144.0	631.0	138.5	220.0	104.0	112.0	125.5	67.0	10.0	38.0	18.0	3.0	53.0	3.0	2.0	11.0	36.0	2.0	7.0	0.0	13.0	20.0	73.0	38.0	32.0	5.0	19.0	34.0	11.0	5.0	9.0	17.0	0.0	83.66	3.6	52.0	46.0	0.0	0.0	24.0	29.0	42.0	443.25	571.5
3.2.1.73-RXN	344.0	411.0	362.33	582.3299999999999	167.0	371.34	249.33	350.0	286.67	459.67	488.67	319.34000000000003	135.67000000000002	304.0	184.33	177.33	224.33	221.67	184.33	269.67	292.67	194.0	352.66	122.67	177.0	297.0	482.33	206.67	146.0	185.67	190.0	255.67	125.67	195.67	241.67	178.0	137.0	135.0	289.67	280.33000000000004	146.32999999999998	657.0	140.66	135.0	147.67000000000002	169.67000000000002	79.0	128.32999999999998	24.33	0.0	408.67	22.0	12.0	0.0	0.0	521.67	86.33	633.33	54.0	58.0
3.2.1.76-RXN	38.0	48.5	73.0	79.0	64.0	149.5	36.5	88.5	91.0	27.0	122.5	91.0	93.0	119.5	71.5	86.0	87.5	107.0	92.0	74.5	54.0	113.5	123.5	62.5	33.0	53.5	51.5	37.5	70.5	32.5	40.5	50.0	39.0	41.0	39.5	43.0	30.0	15.0	29.0	86.5	58.5	27.5	19.0	18.5	23.0	22.5	40.0	13.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	11.5
3.2.1.78-RXN	129388.56	132022.55	107154.35	158669.41	64424.52	108124.06	100232.07	110184.04	82223.75	134805.63	103582.9	96235.53	115531.3	117148.57	81012.84	107598.05	139903.55	127636.65	74781.66	118027.13999999998	84862.17	89892.57	98565.02	54703.11	57711.84	72302.18000000001	68886.45	89205.27000000002	50227.03	72445.25	67177.68	61394.21000000001	32618.68	89206.81	95807.28999999998	51946.11	51491.73	77589.68	61062.52	86479.75	54094.47	64447.51	44050.880000000005	57778.90000000001	40194.32	33892.35	39231.27	25926.24	565.0699999999999	7888.64	4429.08	8785.08	3834.75	3030.5	34.849999999999994	48782.46	18857.58	75874.35	22543.49	17770.04
3.2.1.8-RXN	302556.39	313843.82	271566.59	378674.47	154840.97999999998	259901.77	231269.76000000004	255721.88	220417.72	323854.75	279664.08	241849.12	283178.99	292076.84	257500.91	296651.16	387184.5	312965.07	197864.03	282601.08	240156.99	243279.04	257636.57	152314.53	223050.94	182866.81	172296.81999999998	253884.23	173585.36	230974.51	193264.55	166655.06	164607.08000000002	223789.02	305106.62000000005	146570.42	194320.46	209448.27	177290.11	217009.62	217026.55	191918.44	164366.72000000003	148352.1	187397.66	207755.47	185658.65	104630.59	1447.06	23237.800000000003	9144.6	19790.06	9912.78	7450.06	112.85	131607.89	52118.22	191810.41000000003	54886.41	45311.34
3.2.1.80-RXN	47952.34	58370.31999999999	37496.89	36572.12	29546.73	47286.07	27184.46	36535.07	36773.12	42954.91	39900.14	34634.520000000004	56357.48	60259.45	67459.84	78994.43	41468.05	65639.45000000001	44792.88	48805.15	47434.72	45062.02	55399.24	35904.09	52608.34999999999	67579.0	59797.14	77833.99	48019.87999999999	67607.51999999999	62415.67999999999	54389.19	35235.18	66786.23000000001	75473.09	46629.42	55462.39	82566.01	64299.53999999999	90776.31	69394.34	67674.48	53186.32	66022.21	50454.79	46740.87000000001	49042.56	28577.37	175.66	4990.67	3580.19	4580.67	1716.5	629.67	17.0	24425.88	18409.06	38315.89	14856.53	14380.759999999998
